,UserID,CreatedAt,CollectedAt,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
11253,100260570,12/29/2009 10:18,1/10/2010 2:18,1649,714,0,15,0,1
11925,101828428,1/4/2010 12:25,1/10/2010 2:39,716,43,12,13,0,1
5068,54253589,7/6/2009 11:28,1/10/2010 2:39,1975,422,57,12,89,1
3322,34944210,4/24/2009 9:52,1/10/2010 2:39,5103,5112,4483,11,56,1
10432,96857808,12/14/2009 16:44,1/10/2010 2:39,893,153,41,13,113,1
12156,102531644,1/6/2010 18:56,1/10/2010 3:00,1921,131,1,10,0,1
3713,39270881,5/11/2009 10:22,1/10/2010 3:00,926,192,2344,12,25,1
6420,67345731,8/20/2009 10:42,1/10/2010 3:00,1335,518,1216,10,23,1
4900,52320654,6/30/2009 1:01,1/10/2010 3:00,1960,798,20,12,0,1
6074,64119853,8/9/2009 0:41,1/10/2010 3:00,2183,3877,21652,15,112,1
11400,100809723,12/31/2009 11:32,1/10/2010 3:00,1169,125,1,14,95,1
8922,89011553,11/10/2009 14:18,1/10/2010 3:21,1059,88,301,13,0,1
11255,100270602,12/29/2009 11:04,1/10/2010 3:21,98,20,229,12,100,1
8564,86525661,10/31/2009 8:17,1/10/2010 3:21,1679,1279,1845,15,99,1
12208,102733242,1/7/2010 11:06,1/10/2010 3:21,265,40,14,11,67,1
9595,92412672,11/24/2009 18:58,1/10/2010 3:42,1384,1120,129,13,86,1
4252,44897688,6/5/2009 9:00,1/10/2010 3:42,2340,2193,464,12,102,1
8292,84574059,10/23/2009 7:10,1/10/2010 3:42,991,398,110,15,54,1
5289,56455639,7/13/2009 13:44,1/10/2010 3:43,606,166,107,10,70,1
10478,97065632,12/15/2009 15:25,1/10/2010 3:43,1070,443,103,15,42,1
3841,40819141,5/18/2009 0:15,1/10/2010 3:43,2302,3605,4681,7,19,1
12379,103343783,1/9/2010 12:42,1/10/2010 4:03,280,16,0,13,0,1
5366,57109772,7/15/2009 14:23,1/10/2010 4:03,5108,4692,218,9,160,1
11700,101232317,1/2/2010 8:17,1/10/2010 4:24,622,3,1,13,0,1
11694,101232249,1/2/2010 8:16,1/10/2010 4:24,526,4,1,11,0,1
11488,100975712,1/1/2010 7:29,1/10/2010 4:24,442,149,29,12,0,1
11695,101232263,1/2/2010 8:16,1/10/2010 4:24,474,3,1,15,0,1
5691,60372038,7/26/2009 14:08,1/10/2010 4:24,2001,1229,4405,14,45,1
11624,101158011,1/2/2010 0:40,1/10/2010 4:24,157,47,30,14,43,1
12389,103389750,1/9/2010 15:47,1/10/2010 4:24,831,43,92,15,0,1
11696,101232272,1/2/2010 8:16,1/10/2010 4:24,744,3,1,14,0,1
11699,101232313,1/2/2010 8:17,1/10/2010 4:24,671,3,1,15,0,1
5209,55662012,7/10/2009 15:58,1/10/2010 4:24,1152,890,1134,12,72,1
5618,59740151,7/24/2009 4:50,1/10/2010 4:25,816,465,28,9,160,1
4142,44046109,6/1/2009 22:13,1/10/2010 4:25,1898,1308,361,11,94,1
1875,20933506,2/15/2009 14:13,1/10/2010 4:45,1470,1118,20,10,15,1
10791,98548649,12/21/2009 22:33,1/10/2010 4:45,379,79,11,15,147,1
11393,100793023,12/31/2009 9:58,1/10/2010 4:45,386,174,28,15,130,1
10406,96706808,12/14/2009 0:09,1/10/2010 4:45,574,243,345,13,100,1
1563,19254045,1/20/2009 13:58,1/10/2010 4:46,1543,1529,827,9,103,1
11497,100982517,1/1/2010 8:10,1/10/2010 5:06,337,107,16,15,0,1
10730,98281840,12/20/2009 22:19,1/10/2010 5:06,91,13,14,15,136,1
11459,100923149,1/1/2010 0:51,1/10/2010 5:06,510,65,296,8,0,1
3876,41163425,5/19/2009 12:33,1/10/2010 5:06,827,947,2202,12,158,1
11311,100445154,12/30/2009 2:23,1/10/2010 5:06,1741,266,2,12,77,1
12387,103379670,1/9/2010 15:06,1/10/2010 5:06,303,26,38,14,40,1
3376,35566065,4/26/2009 16:10,1/10/2010 5:07,785,326,133,11,21,1
5081,54402510,7/6/2009 20:22,1/10/2010 5:07,1583,428,142,9,69,1
441,14914477,5/26/2008 18:36,1/10/2010 5:07,4769,5641,2662,10,38,1
9063,89919806,11/14/2009 5:30,1/10/2010 5:28,763,111,46,8,46,1
6323,66557077,8/17/2009 20:37,1/10/2010 5:28,2650,2447,212,13,44,1
8581,86622313,10/31/2009 18:30,1/10/2010 5:28,2364,2236,511,12,0,1
2642,27006048,3/27/2009 8:47,1/10/2010 5:48,1329,1195,13,11,0,1
2882,29387465,4/6/2009 23:56,1/10/2010 5:49,11573,10520,2625,12,102,1
4745,50077742,6/23/2009 14:41,1/10/2010 5:49,362,543,204,15,143,1
11922,101817875,1/4/2010 11:39,1/10/2010 5:49,294,26,0,15,33,1
10352,96518665,12/13/2009 3:16,1/10/2010 6:10,293,175,2044,8,0,1
11463,100935259,1/1/2010 2:19,1/10/2010 6:10,314,34,177,11,0,1
11999,102023832,1/5/2010 4:24,1/10/2010 6:10,1032,548,199,5,28,1
9579,92319340,11/24/2009 11:24,1/10/2010 6:10,852,676,119,15,83,1
12322,103174901,1/8/2010 22:15,1/10/2010 6:10,312,95,34,9,38,1
10532,97333600,12/16/2009 19:36,1/10/2010 6:30,1057,944,8,11,80,1
9699,93149104,11/28/2009 3:01,1/10/2010 6:31,895,514,64,10,0,1
9783,93796393,11/30/2009 23:22,1/10/2010 6:31,864,476,58,8,0,1
12177,102628618,1/7/2010 3:31,1/10/2010 6:31,56,4,0,10,66,1
12421,103537562,1/10/2010 4:25,1/10/2010 6:31,392,0,0,10,22,1
12126,102449462,1/6/2010 12:57,1/10/2010 6:31,264,22,5,11,0,1
2625,26799010,3/26/2009 12:27,1/10/2010 6:51,7155,6674,9802,10,37,1
12425,103554584,1/10/2010 6:14,1/10/2010 6:51,191,1,1,14,145,1
6700,70385965,8/31/2009 7:59,1/10/2010 6:52,1667,1082,1006,12,111,1
3590,37948629,5/5/2009 10:40,1/10/2010 6:52,6465,5877,140,13,65,1
5044,53999394,7/5/2009 15:36,1/10/2010 6:52,1449,991,843,10,0,1
9898,94437741,12/3/2009 17:12,1/10/2010 7:13,1343,782,11904,13,41,1
1837,20747443,2/12/2009 22:24,1/10/2010 7:34,3652,3339,3555,4,150,1
12365,103299981,1/9/2010 9:48,1/10/2010 7:34,500,73,1,15,98,1
6612,69464966,8/27/2009 20:19,1/10/2010 7:34,2313,2103,656,9,21,1
6017,63501846,8/6/2009 13:35,1/10/2010 7:34,5466,4976,12982,13,147,1
2423,24764569,3/16/2009 15:38,1/10/2010 7:34,954,880,7400,13,55,1
12182,102637723,1/7/2010 4:24,1/10/2010 7:34,361,26,1,15,115,1
2895,29500635,4/7/2009 12:51,1/10/2010 7:34,2256,2073,236,12,41,1
8385,85381511,10/26/2009 13:38,1/10/2010 7:55,1796,1255,958,11,0,1
3631,38359053,5/6/2009 22:35,1/10/2010 7:55,133,103,21,14,70,1
8604,86827168,11/1/2009 17:28,1/10/2010 8:16,1786,538,355,9,0,1
1247,18065823,12/11/2008 19:03,1/10/2010 8:36,13470,12358,2033,14,151,1
8233,84121052,10/21/2009 12:35,1/10/2010 8:57,1954,936,22,10,59,1
9673,92964993,11/27/2009 7:05,1/10/2010 9:18,3411,2933,2,15,115,1
7046,73796957,9/12/2009 21:54,1/10/2010 9:59,10123,9369,2236,14,25,1
5573,59361281,7/22/2009 23:25,1/11/2010 0:02,2165,2020,445,9,3,1
942,16872524,10/20/2008 14:09,1/11/2010 0:02,16519,17832,3870,11,159,1
9544,92100515,11/23/2009 14:01,1/11/2010 0:02,814,108,20,13,55,1
11262,100279815,12/29/2009 11:49,1/11/2010 0:02,1812,204,271,8,21,1
307,14317166,4/6/2008 14:20,1/11/2010 0:02,1329,846,169,10,113,1
10390,96641319,12/13/2009 16:42,1/11/2010 0:03,689,534,58,8,67,1
846,16535211,9/30/2008 16:29,1/11/2010 0:03,2811,2677,737,12,29,1
817,16429832,9/23/2008 22:12,1/11/2010 0:03,3656,3325,5408,13,39,1
12504,103753477,1/10/2010 22:16,1/11/2010 0:03,40,0,1,14,0,1
12263,102909747,1/8/2010 0:46,1/11/2010 0:24,502,79,11,10,0,1
6716,70566402,8/31/2009 20:53,1/11/2010 0:24,3868,3543,9,11,0,1
9900,94440768,12/3/2009 17:30,1/11/2010 0:24,174,5,12,12,138,1
12459,103661712,1/10/2010 14:43,1/11/2010 0:24,97,0,2,15,31,1
444,14921445,5/27/2008 9:44,1/11/2010 0:44,62,78,297,9,75,1
10583,97514264,12/17/2009 14:02,1/11/2010 0:44,1867,1102,101,14,60,1
8073,82934611,10/16/2009 12:55,1/11/2010 0:45,77,49,88,9,32,1
4721,49786698,6/22/2009 17:16,1/11/2010 0:45,1031,786,98,13,87,1
3431,36278383,4/28/2009 22:45,1/11/2010 10:17,1270,923,2152,8,88,1
1888,20987185,2/16/2009 8:05,1/11/2010 10:18,2547,2382,707,15,88,1
2886,29433706,4/7/2009 7:05,1/11/2010 11:01,1123,451,653,15,30,1
10984,99240422,12/25/2009 1:30,1/11/2010 11:01,1048,136,0,14,90,1
7127,74808387,9/16/2009 14:03,1/11/2010 11:22,258,1,2,15,30,1
7074,74182285,9/14/2009 10:30,1/11/2010 11:44,2546,2314,1692,13,80,1
2869,29243534,4/6/2009 12:12,1/11/2010 11:45,888,542,72,7,50,1
3780,40077862,5/14/2009 15:38,1/11/2010 12:05,1603,1331,118,13,138,1
8739,87721256,11/5/2009 10:11,1/11/2010 12:06,539,427,156,14,22,1
11421,100846643,12/31/2009 15:22,1/11/2010 12:27,574,89,25,12,59,1
9626,92676168,11/25/2009 21:35,1/11/2010 12:27,533,284,139,15,84,1
4840,51492587,6/27/2009 12:08,1/11/2010 12:27,2819,2667,45,13,42,1
2729,27859749,3/31/2009 7:32,1/11/2010 13:10,2258,2052,3488,6,52,1
12376,103331981,1/9/2010 11:57,1/11/2010 13:31,440,32,0,12,0,1
8071,82908554,10/16/2009 10:51,1/11/2010 13:52,3495,3222,95,10,66,1
8075,82945420,10/16/2009 13:48,1/11/2010 13:52,2694,2661,136,15,120,1
653,15783465,8/8/2008 16:48,1/11/2010 13:52,2843,2591,55,14,0,1
2749,28072028,4/1/2009 3:13,1/11/2010 13:53,1761,3384,75,13,64,1
10920,99007865,12/23/2009 20:21,1/11/2010 14:15,1319,632,225,14,94,1
2168,22667706,3/3/2009 13:52,1/11/2010 14:15,990,359,16,11,24,1
1863,20871015,2/14/2009 14:57,1/11/2010 14:58,2883,2746,125,14,17,1
6600,69346824,8/27/2009 12:17,1/11/2010 15:19,1298,1335,25,9,54,1
12410,103516257,1/10/2010 2:07,1/11/2010 15:19,116,11,3,14,0,1
6512,68413402,8/24/2009 8:58,1/11/2010 16:01,557,337,16,8,42,1
11088,99849064,12/27/2009 21:29,1/11/2010 16:02,320,48,0,14,81,1
1124,17596014,11/24/2008 11:21,1/11/2010 16:02,64687,78049,4024,8,96,1
12506,103766357,1/10/2010 23:21,1/11/2010 16:23,93,23,76,12,86,1
362,14507201,4/24/2008 0:08,1/11/2010 16:23,13733,12501,386,12,122,1
5940,62558417,8/3/2009 11:47,1/11/2010 16:23,230,183,99,8,26,1
5194,55513529,7/10/2009 3:58,1/11/2010 17:06,1047,290,3,15,155,1
3368,35474436,4/26/2009 9:27,1/11/2010 17:49,644,170,28,11,124,1
3621,38257227,5/6/2009 14:34,1/11/2010 18:31,1148,1065,343,14,0,1
3981,42223472,5/24/2009 10:00,1/11/2010 18:31,16888,15968,2246,13,152,1
9050,89870180,11/13/2009 22:29,1/11/2010 18:32,778,631,1583,10,11,1
3261,34022537,4/21/2009 15:07,1/11/2010 18:52,1465,1307,466,9,23,1
5470,58267523,7/19/2009 14:05,1/11/2010 19:13,1995,1665,921,15,0,1
11627,101167047,1/2/2010 1:38,1/11/2010 19:56,1931,238,62,13,59,1
10176,95844755,12/10/2009 0:57,1/11/2010 1:05,1192,193,0,7,0,1
12397,103466880,1/9/2010 21:35,1/11/2010 1:06,149,2,0,15,0,1
6591,69222068,8/27/2009 1:35,1/11/2010 1:06,706,388,189,8,0,1
10057,95257490,12/7/2009 12:55,1/11/2010 1:06,571,393,4,15,50,1
7461,78001958,9/28/2009 7:35,1/11/2010 1:06,5846,5322,224,14,154,1
10457,96942756,12/15/2009 2:37,1/11/2010 1:07,1671,1255,98,9,90,1
10841,98734284,12/22/2009 16:29,1/11/2010 1:07,294,286,9969,8,0,1
5553,59111812,7/22/2009 7:28,1/11/2010 1:07,874,1001,244,10,43,1
7419,77484422,9/26/2009 9:17,1/11/2010 1:07,1235,851,62,11,75,1
11688,101232149,1/2/2010 8:16,1/11/2010 1:07,443,5,2,15,0,1
6518,68472002,8/24/2009 13:16,1/11/2010 1:07,2053,1864,973,7,0,1
12317,103140491,1/8/2010 19:24,1/11/2010 1:07,212,49,21,8,90,1
11698,101232296,1/2/2010 8:16,1/11/2010 1:27,396,6,2,14,0,1
11703,101232406,1/2/2010 8:17,1/11/2010 1:27,403,10,2,13,0,1
2324,23904779,3/12/2009 0:28,1/11/2010 1:27,349,108,82,7,0,1
5011,53535365,7/3/2009 18:44,1/11/2010 1:27,11795,11486,368,12,27,1
6610,69436553,8/27/2009 18:18,1/11/2010 1:27,5677,5923,1132,15,111,1
10992,99271712,12/25/2009 6:01,1/11/2010 1:28,451,2,3,8,0,1
11678,101231983,1/2/2010 8:15,1/11/2010 1:28,457,7,2,15,0,1
11691,101232213,1/2/2010 8:16,1/11/2010 1:28,414,3,1,14,0,1
12106,102358900,1/6/2010 6:39,1/11/2010 1:28,1922,828,9,11,0,1
11705,101232458,1/2/2010 8:17,1/11/2010 1:48,448,13,1,14,0,1
11693,101232245,1/2/2010 8:16,1/11/2010 1:48,476,13,2,13,0,1
12401,103496506,1/10/2010 0:08,1/11/2010 1:48,286,39,23,10,92,1
12372,103320094,1/9/2010 11:11,1/11/2010 1:49,318,51,5,11,36,1
9619,92584878,11/25/2009 12:45,1/11/2010 1:49,6084,5614,3497,11,63,1
12502,103750025,1/10/2010 22:00,1/11/2010 1:49,36,1,6,9,0,1
5188,55494822,7/10/2009 1:52,1/11/2010 1:49,29141,28858,102,5,86,1
11690,101232211,1/2/2010 8:16,1/11/2010 1:49,565,9,2,13,0,1
3460,36632379,4/30/2009 5:09,1/11/2010 20:17,1130,629,203,8,12,1
11804,101478847,1/3/2010 7:36,1/11/2010 20:17,1035,86,32,11,0,1
5979,62951977,8/4/2009 17:41,1/11/2010 21:20,6526,6097,4999,15,160,1
12306,103069452,1/8/2010 13:42,1/11/2010 21:20,218,84,13,6,21,1
1015,17179907,11/4/2008 21:26,1/11/2010 23:05,14923,17640,2031,10,137,1
1944,21287023,2/19/2009 3:58,1/11/2010 23:41,616,754,726,13,13,1
2835,28904171,4/4/2009 19:33,1/11/2010 23:41,28974,29771,83,12,160,1
11680,101232029,1/2/2010 8:15,1/11/2010 2:09,556,3,2,14,0,1
11828,101564134,1/3/2010 14:25,1/11/2010 2:10,1540,178,218,11,0,1
9587,92385216,11/24/2009 16:40,1/11/2010 2:10,1655,1632,417,15,84,1
11702,101232342,1/2/2010 8:17,1/11/2010 2:10,533,12,2,13,0,1
11679,101232004,1/2/2010 8:15,1/11/2010 2:10,464,14,1,13,0,1
9393,91451756,11/20/2009 17:32,1/11/2010 2:10,2353,2139,433,14,131,1
9117,90300745,11/15/2009 20:09,1/11/2010 2:10,1250,763,908,10,86,1
5985,63071181,8/5/2009 3:11,1/11/2010 2:31,2001,711,737,9,138,1
10308,96347798,12/12/2009 8:02,1/11/2010 2:31,443,120,24,8,49,1
6381,66912021,8/18/2009 23:40,1/11/2010 2:31,921,792,1581,8,96,1
5244,56039239,7/12/2009 1:59,1/11/2010 2:31,1984,858,139,9,49,1
12443,103593476,1/10/2010 9:27,1/11/2010 2:31,503,65,11,14,88,1
7251,75375354,9/18/2009 15:20,1/11/2010 2:31,1575,1087,211,13,114,1
11706,101232524,1/2/2010 8:17,1/11/2010 2:31,401,3,1,15,0,1
11709,101232558,1/2/2010 8:18,1/11/2010 2:31,452,8,1,12,0,1
12328,103198607,1/9/2010 0:18,1/11/2010 2:52,574,26,9,7,0,1
11090,99852161,12/27/2009 21:45,1/11/2010 2:52,358,36,0,14,111,1
12481,103697301,1/10/2010 17:36,1/11/2010 3:13,375,12,129,15,65,1
301,14278708,4/1/2008 17:42,1/11/2010 3:13,3382,8113,259,11,34,1
9528,92010788,11/23/2009 6:48,1/11/2010 3:13,237,138,45,13,64,1
4818,51256614,6/26/2009 17:33,1/11/2010 3:14,469,509,26,10,0,1
12189,102693498,1/7/2010 8:28,1/11/2010 3:34,370,14,1,13,0,1
9204,90780350,11/17/2009 20:25,1/11/2010 3:34,1981,1208,69,10,44,1
2476,25296302,3/19/2009 8:49,1/11/2010 3:55,1207,1693,1491,8,30,1
5228,55929307,7/11/2009 16:02,1/11/2010 3:56,2394,2176,47,14,87,1
4555,48165321,6/17/2009 18:41,1/11/2010 3:56,2001,1481,2334,15,111,1
1557,19199335,1/19/2009 14:10,1/11/2010 3:56,6610,6164,737,11,0,1
12517,103813641,1/11/2010 3:58,1/11/2010 4:17,73,0,0,12,149,1
12138,102477093,1/6/2010 14:55,1/11/2010 4:37,530,205,87,11,0,1
12510,103786772,1/11/2010 1:17,1/11/2010 4:37,217,2,1,9,0,1
11920,101811149,1/4/2010 11:11,1/11/2010 4:37,177,10,30,8,25,1
5563,59229127,7/22/2009 14:53,1/11/2010 4:38,7903,7651,1953,10,138,1
378,14564148,4/27/2008 21:00,1/11/2010 4:38,2001,600,18909,6,20,1
12193,102694101,1/7/2010 8:30,1/11/2010 4:59,190,0,1,15,0,1
10329,96400180,12/12/2009 13:14,1/11/2010 4:59,167,8,2,9,95,1
4190,44441540,6/3/2009 14:58,1/11/2010 4:59,2123,1930,23,15,0,1
12196,102694756,1/7/2010 8:33,1/11/2010 4:59,382,3,1,15,0,1
2136,22402718,3/1/2009 14:30,1/11/2010 4:59,4163,6275,10,5,0,1
854,16558246,10/2/2008 7:09,1/11/2010 4:59,15267,15522,6584,15,130,1
4451,46814236,6/12/2009 22:17,1/11/2010 5:20,351,188,81,11,71,1
12197,102694845,1/7/2010 8:33,1/11/2010 5:20,373,6,1,15,0,1
8080,82968788,10/16/2009 15:44,1/11/2010 5:20,1305,684,31,9,135,1
6411,67245356,8/20/2009 1:14,1/11/2010 5:20,1970,1485,427,14,99,1
11585,101055041,1/1/2010 14:45,1/11/2010 5:20,802,56,227,4,58,1
4629,49099119,6/20/2009 14:48,1/11/2010 5:41,4733,4525,960,15,101,1
12194,102694136,1/7/2010 8:30,1/11/2010 5:41,429,7,1,11,0,1
2982,30466909,4/11/2009 10:40,1/11/2010 5:41,1856,2376,526,8,82,1
12415,103520164,1/10/2010 2:32,1/11/2010 5:42,360,4,0,12,0,1
12523,103827901,1/11/2010 5:22,1/11/2010 5:42,242,2,6,8,0,1
8003,82318922,10/14/2009 4:24,1/11/2010 6:02,1107,1416,1849,12,0,1
1142,17691143,11/27/2008 16:09,1/11/2010 6:02,8716,8763,4692,14,154,1
12057,102234525,1/5/2010 19:47,1/11/2010 6:03,1167,77,7,11,0,1
1687,19775443,1/30/2009 10:45,1/11/2010 6:03,2001,1753,1407,15,156,1
1637,19503342,1/25/2009 14:29,1/11/2010 6:23,1337,871,135,8,73,1
10194,95918320,12/10/2009 9:05,1/11/2010 6:23,1763,790,32,9,79,1
3774,39994371,5/14/2009 8:38,1/11/2010 6:24,29735,28535,3089,10,128,1
3294,34582340,4/23/2009 5:43,1/11/2010 6:24,12004,15368,504,9,41,1
11523,100984648,1/1/2010 8:20,1/11/2010 6:45,478,142,15,11,0,1
9111,90234010,11/15/2009 13:54,1/11/2010 6:45,1958,1687,1459,11,83,1
10373,96571361,12/13/2009 9:45,1/11/2010 7:05,539,149,399,15,0,1
8753,87797750,11/5/2009 16:13,1/11/2010 7:06,913,818,22,9,0,1
6307,66387947,8/17/2009 11:05,1/11/2010 7:06,427,173,5,10,147,1
2948,30171051,4/10/2009 0:41,1/11/2010 7:06,1224,1080,30,11,0,1
2710,27669164,3/30/2009 11:12,1/11/2010 7:06,1934,1224,42,14,0,1
6929,72333896,9/7/2009 12:29,1/11/2010 7:27,1271,1184,19,6,155,1
5782,61230411,7/29/2009 11:11,1/11/2010 7:27,3755,3543,16236,14,27,1
8405,85517100,10/27/2009 2:15,1/11/2010 7:48,2001,727,919,11,82,1
11559,100987429,1/1/2010 8:34,1/11/2010 7:48,534,210,24,13,0,1
8239,84165072,10/21/2009 16:19,1/11/2010 8:09,1263,635,8,8,113,1
488,15163261,6/18/2008 17:24,1/11/2010 8:09,6417,6322,6193,9,28,1
1478,18865175,1/11/2009 6:21,1/11/2010 8:30,3070,3404,386,9,160,1
8881,88696846,11/9/2009 10:12,1/11/2010 8:51,2456,2567,1341,12,18,1
6818,71345857,9/3/2009 15:07,1/11/2010 8:52,2303,2179,129,14,76,1
1014,17173603,11/4/2008 17:57,1/11/2010 8:52,3582,3355,3610,12,101,1
2092,22072638,2/26/2009 16:30,1/11/2010 9:13,28768,27425,3837,11,154,1
3530,37377091,5/3/2009 1:13,1/11/2010 9:13,1963,1450,57,13,138,1
4421,46506458,6/11/2009 17:14,1/11/2010 9:35,12,5,14,5,57,1
4200,44547540,6/3/2009 23:42,1/11/2010 9:35,13419,12250,2970,14,66,1
3586,37882044,5/5/2009 2:54,1/11/2010 9:35,1997,1742,2928,12,103,1
9902,94464776,12/3/2009 19:56,1/11/2010 9:57,352,165,1,10,110,1
8827,88261471,11/7/2009 14:14,1/12/2010 0:02,1113,727,62,7,0,1
7943,81659645,10/11/2009 13:54,1/12/2010 0:23,763,353,218,11,151,1
12209,102735298,1/7/2010 11:15,1/12/2010 0:44,1783,206,1,14,78,1
9172,90552543,11/16/2009 21:20,1/12/2010 0:44,1228,899,502,10,37,1
12266,102928722,1/8/2010 2:38,1/12/2010 0:54,63,2,3,10,0,1
3320,34923900,4/24/2009 8:28,1/12/2010 10:41,798,422,294,15,0,1
9385,91418039,11/20/2009 14:25,1/12/2010 11:03,1628,605,88,15,63,1
12256,102899254,1/7/2010 23:48,1/12/2010 11:04,316,57,325,15,93,1
9121,90314551,11/15/2009 21:31,1/12/2010 11:25,1879,872,958,15,160,1
11046,99622056,12/26/2009 20:39,1/12/2010 12:30,58,30,54,14,116,1
9441,91626722,11/21/2009 12:31,1/12/2010 12:52,1286,1511,32,13,141,1
11974,101944127,1/4/2010 21:30,1/12/2010 14:38,540,39,16,12,70,1
9461,91737771,11/22/2009 0:23,1/12/2010 14:58,631,162,6,12,27,1
6034,63673811,8/7/2009 4:09,1/12/2010 14:59,2931,2805,97,7,107,1
12586,104015282,1/11/2010 18:26,1/12/2010 15:21,156,9,2,11,85,1
8633,87010833,11/2/2009 13:37,1/12/2010 16:04,104,0,2,13,71,1
11948,101891481,1/4/2010 17:23,1/12/2010 16:24,1851,548,37,12,65,1
4766,50336232,6/24/2009 10:31,1/12/2010 16:46,8135,7418,1980,5,135,1
12312,103102764,1/8/2010 16:23,1/12/2010 17:08,571,9,1,12,115,1
651,15780580,8/8/2008 12:38,1/12/2010 18:12,4124,7640,3936,12,122,1
2484,25370764,3/19/2009 14:53,1/12/2010 18:12,1267,442,129,15,0,1
10657,97905043,12/19/2009 8:04,1/12/2010 18:12,1328,126,122,15,95,1
2358,24178345,3/13/2009 9:24,1/12/2010 18:33,4657,4356,1777,14,86,1
4399,46309079,6/10/2009 22:59,1/12/2010 19:16,4819,4436,279,11,22,1
12198,102695129,1/7/2010 8:34,1/12/2010 19:37,377,11,1,15,0,1
12579,103998267,1/11/2010 17:12,1/12/2010 1:05,87,4,6,10,0,1
6481,67941063,8/22/2009 12:47,1/12/2010 1:05,2646,2547,193,15,151,1
9151,90458659,11/16/2009 13:00,1/12/2010 1:05,1228,855,462,13,41,1
12361,103292268,1/9/2010 9:13,1/12/2010 1:05,517,45,88,12,87,1
752,16173828,9/7/2008 16:12,1/12/2010 1:26,10834,10036,101,14,89,1
5082,54404165,7/6/2009 20:29,1/12/2010 1:26,679,41,36,15,0,1
778,16302350,9/15/2008 16:26,1/12/2010 1:26,5348,4970,2899,13,155,1
4140,44028243,6/1/2009 20:37,1/12/2010 1:26,816,620,1,8,0,1
12485,103714658,1/10/2010 19:07,1/12/2010 1:47,594,64,12,11,33,1
12573,103965048,1/11/2010 14:47,1/12/2010 1:47,869,2,0,9,31,1
7436,77702431,9/27/2009 4:43,1/12/2010 20:20,1032,300,43,15,0,1
8761,87846728,11/5/2009 20:20,1/12/2010 20:20,1652,329,5300,11,55,1
292,14248266,3/28/2008 19:44,1/12/2010 21:02,8071,7425,5272,9,88,1
7540,78775819,9/30/2009 21:18,1/12/2010 21:44,735,342,66,7,62,1
9101,90139985,11/15/2009 4:46,1/12/2010 21:45,1991,1001,1614,13,67,1
9866,94289065,12/3/2009 2:52,1/12/2010 22:27,1196,796,116,12,116,1
9877,94337681,12/3/2009 8:18,1/12/2010 22:27,911,392,154,13,76,1
9872,94313951,12/3/2009 5:58,1/12/2010 22:27,852,399,115,13,120,1
2425,24790066,3/16/2009 18:01,1/12/2010 22:27,2938,3195,2026,9,107,1
1634,19489341,1/25/2009 8:21,1/12/2010 22:28,29720,29731,107,8,156,1
3642,38461816,5/7/2009 11:22,1/12/2010 22:28,493,162,19,13,57,1
572,15473972,7/17/2008 16:19,1/12/2010 22:28,20807,20195,6168,8,140,1
1011,17169012,11/4/2008 15:08,1/12/2010 22:28,7189,7232,1638,7,134,1
12634,104165803,1/12/2010 7:46,1/12/2010 22:28,112,4,1,10,109,1
8961,89282609,11/11/2009 15:09,1/12/2010 22:29,1677,1314,805,13,139,1
5229,55930717,7/11/2009 16:08,1/12/2010 22:29,1963,1051,9,13,46,1
3393,35733440,4/27/2009 7:53,1/12/2010 22:49,1431,912,37,12,69,1
11842,101625474,1/3/2010 19:42,1/12/2010 22:50,1779,551,132,13,56,1
3137,32706760,4/17/2009 20:22,1/12/2010 22:50,216,5,1,12,28,1
141,10667662,11/27/2007 13:56,1/12/2010 22:50,53675,58173,2311,7,86,1
4360,45956475,6/9/2009 16:57,1/12/2010 23:11,6974,6319,90,13,86,1
6353,66779080,8/18/2009 14:47,1/12/2010 23:12,4301,4141,427,10,156,1
7291,75999978,9/21/2009 5:28,1/12/2010 23:32,201,74,412,11,0,1
1795,20494303,2/9/2009 23:43,1/12/2010 23:33,222,128,655,9,72,1
12251,102872893,1/7/2010 21:29,1/12/2010 23:34,162,66,24,14,81,1
9471,91805221,11/22/2009 9:07,1/12/2010 23:34,883,372,56,10,127,1
10802,98594627,12/22/2009 3:22,1/12/2010 23:54,2494,2322,220,8,75,1
3043,31153765,4/14/2009 11:00,1/12/2010 23:55,8494,8021,39195,7,137,1
2562,26072995,3/23/2009 14:42,1/12/2010 23:55,1006,264,30,8,59,1
12695,104361797,1/12/2010 21:14,1/12/2010 23:55,28,3,5,14,0,1
3617,38201319,5/6/2009 10:29,1/12/2010 2:08,2001,1435,6343,7,80,1
262,14121525,3/11/2008 5:07,1/12/2010 2:08,2001,1719,2123,10,67,1
12433,103569686,1/10/2010 7:36,1/12/2010 2:08,511,96,1,12,0,1
6258,65947531,8/15/2009 13:19,1/12/2010 2:08,1178,566,117,13,97,1
10435,96859666,12/14/2009 16:55,1/12/2010 2:29,751,219,58,11,0,1
11041,99600822,12/26/2009 18:09,1/12/2010 2:29,292,435,845,15,42,1
10436,96859901,12/14/2009 16:57,1/12/2010 2:29,1052,288,95,11,0,1
2286,23643957,3/10/2009 15:02,1/12/2010 2:50,7299,6920,2224,11,121,1
2019,21702782,2/23/2009 16:38,1/12/2010 2:50,1399,1270,149,10,56,1
