,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
9589,1217,1008,435,11,108,1
2779,8550,8487,5941,15,160,1
328,1446,948,135,5,142,1
9464,1520,1208,32,9,42,1
9531,1617,1320,25,9,127,1
9533,1729,1271,26,11,46,1
12347,836,323,90,14,13,1
2201,1206,1124,2844,13,94,1
3091,1063,575,63,3,103,1
12664,296,48,1,10,0,1
8286,2788,2648,1546,8,63,1
11052,868,194,1137,11,98,1
5569,24637,23252,279,13,145,1
7469,2735,2487,4999,9,83,1
6643,1779,2927,532,15,34,1
6705,1446,1206,30,10,43,1
1786,1815,235,193,15,0,1
12522,215,39,50,15,21,1
10888,1201,434,84,11,0,1
1425,852,574,59,14,89,1
214,13665,14771,3677,11,91,1
3979,1562,558,112,14,27,1
7027,1593,1877,322,13,98,1
10197,1437,466,532,11,101,1
5202,2288,3079,520,11,133,1
5585,1996,1815,1877,15,101,1
6260,1973,924,1238,11,97,1
7276,541,488,527,8,89,1
6641,2124,1932,15491,15,50,1
8621,99,0,1,12,45,1
4201,1814,1501,1513,6,18,1
12717,326,5,1,14,0,1
12532,1113,192,1,14,91,1
10316,1286,1470,53,13,103,1
5485,454,400,125,14,82,1
12217,158,41,1,15,0,1
11930,1120,586,1,15,0,1
7828,1545,946,370,10,0,1
8742,492,316,316,14,80,1
12721,92,2,0,15,0,1
11855,519,138,9,8,22,1
9030,1876,1794,82,8,56,1
2300,2254,2061,348,11,54,1
2823,8284,7703,433,12,128,1
11069,746,532,333,12,150,1
12394,585,347,99,14,21,1
4930,1264,525,121,9,133,1
8377,2002,1821,457,15,119,1
12810,100,0,0,10,75,1
11942,97,5,4,11,0,1
9688,1781,325,520,11,152,1
8794,1330,986,135,10,58,1
9684,1729,207,0,14,0,1
6065,4510,4224,70,11,61,1
12454,44,8,27,10,101,1
2788,7311,6643,4928,11,80,1
2440,2531,2438,474,12,158,1
10375,1933,700,1317,14,0,1
12818,189,3,3,11,160,1
7892,955,123,104,11,159,1
4128,2001,1808,1612,12,53,1
12667,247,12,1,13,48,1
7792,1355,907,723,12,0,1
6280,1860,1629,1231,9,114,1
12747,1019,14,9,14,137,1
10945,1188,951,63,12,20,1
7537,390,376,101,13,63,1
10938,1911,1078,88,9,40,1
12826,589,14,129,8,0,1
10955,1968,1336,285,7,104,1
2198,1976,444,54,15,84,1
12744,1235,79,733,10,0,1
9939,570,476,8,10,47,1
749,478,795,1181,7,55,1
6407,190,68,33,13,0,1
4259,11519,10894,9477,15,99,1
4839,1317,949,595,10,152,1
10932,1475,1142,113,12,152,1
2042,3587,3447,413,12,90,1
9593,1827,881,291,15,93,1
12783,49,0,0,8,0,1
12691,229,3,1,14,0,1
8833,1990,1188,17,10,70,1
662,4715,4692,6052,12,106,1
9785,956,472,98,15,69,1
2239,1671,456,133,9,89,1
11599,251,84,349,12,120,1
6602,4985,4596,336,11,144,1
7042,907,110,5,6,0,1
11452,1786,854,197,15,101,1
247,23344,22389,3237,12,157,1
12853,382,5,0,10,0,1
6120,4400,4462,1304,14,36,1
518,2582,2907,13532,12,108,1
6118,2001,966,4486,15,51,1
751,3171,2885,1991,7,18,1
10771,1329,623,118,15,33,1
5750,1034,528,1,9,0,1
12386,789,75,19,9,10,1
2794,2922,2865,638,13,68,1
11873,230,89,27,11,58,1
3823,4191,3812,1296,8,26,1
5749,11622,11329,411,7,117,1
10780,1337,683,94,15,75,1
4810,1637,728,35,11,127,1
1645,2876,3516,578,15,153,1
535,657,429,282,8,89,1
797,15618,14754,14309,12,153,1
3079,12063,11195,700,12,47,1
1169,7583,7684,2751,12,156,1
5023,1744,982,66,11,66,1
11353,302,63,6,11,0,1
2232,482,350,195,12,81,1
10598,376,3,1,14,0,1
3593,1615,1751,445,11,72,1
8061,1291,642,166,10,72,1
1355,4826,4440,2767,14,67,1
8321,2001,754,141,14,67,1
6748,1836,1496,1318,8,0,1
6015,190,1,5,15,62,1
12475,455,55,19,11,0,1
4816,1113,453,530,7,68,1
11136,367,42,5,15,0,1
4489,2001,1795,346,6,62,1
12499,464,5,0,10,61,1
5445,4594,4798,2160,8,15,1
11704,570,36,1,15,0,1
8515,2291,2180,309,12,60,1
10046,920,175,88,14,0,1
3461,9211,9315,730,14,97,1
7382,1447,430,420,9,0,1
4748,1290,953,1644,14,29,1
10689,959,677,160,15,34,1
10691,814,592,154,15,31,1
4232,227,69,144,8,0,1
6558,12897,11724,1621,11,98,1
6045,1767,709,6,11,95,1
12332,773,190,17,15,44,1
12529,1763,183,4,13,65,1
12329,881,284,28,14,142,1
12340,750,163,20,14,107,1
12344,736,182,15,13,31,1
438,796,425,1946,15,50,1
1131,19619,18641,1831,11,157,1
2726,17095,16862,13755,9,105,1
12440,786,107,15,11,68,1
624,11933,11080,1343,12,30,1
5665,1976,394,14,12,45,1
12354,830,144,13,10,137,1
12351,807,136,29,15,68,1
4322,2395,2177,39,14,61,1
12042,1314,403,172,15,0,1
4923,442,57,1355,14,51,1
12782,105,0,0,12,31,1
3311,27156,28215,1105,14,159,1
2659,3742,3409,1917,7,149,1
2093,5155,4812,5623,7,157,1
10235,975,906,50,12,45,1
11140,1024,73,5,11,0,1
187,4249,4116,2364,8,74,1
2914,5186,5025,4310,14,143,1
6560,1589,4551,263,9,103,1
8607,1596,1056,551,6,0,1
9543,350,111,5,10,33,1
12600,687,149,58,13,58,1
1850,3435,4011,833,9,68,1
794,650,909,282,11,42,1
453,6008,5462,1290,11,119,1
1661,1879,1979,890,11,67,1
3243,3672,3378,868,8,87,1
6568,4168,3987,772,10,92,1
10391,794,131,126,10,0,1
10517,1394,1259,164,11,100,1
5277,1548,1888,8369,8,160,1
5050,1156,867,916,11,25,1
4925,2108,2184,1391,12,88,1
12435,849,56,10,12,0,1
11067,34,0,0,12,0,1
5051,875,382,891,14,79,1
5052,1954,2133,1417,10,41,1
11472,1146,845,651,11,150,1
12352,271,126,19,11,120,1
11896,636,358,12,14,0,1
5839,1074,156,1941,10,116,1
4000,5253,5560,2289,12,70,1
4931,1588,1296,36,14,119,1
9609,1333,396,404,10,72,1
12473,500,57,11,15,0,1
9596,327,66,444,9,160,1
6316,2754,2750,393,11,122,1
8570,958,609,5,11,143,1
7803,4321,5390,202,12,45,1
1205,15328,14870,1140,9,154,1
12725,27,3,14,9,0,1
12533,1253,346,19,14,68,1
9782,1406,958,176,12,40,1
6750,1861,675,1067,15,27,1
9788,1960,1141,367,11,160,1
11304,1206,848,604,12,147,1
3956,864,536,41,10,0,1
9074,484,257,255,7,109,1
10831,1823,964,7,11,0,1
9716,1366,1214,4238,14,89,1
6656,1997,1778,1989,7,71,1
2820,2418,4678,3625,5,116,1
8423,1968,1813,1368,14,49,1
12766,211,0,1,14,0,1
12525,973,108,3,12,76,1
6565,88,11,11,10,0,1
787,1186,746,20,7,134,1
12018,400,105,5,9,0,1
5121,5856,5322,9466,9,136,1
6429,1528,866,417,13,73,1
12422,611,113,2,15,157,1
10422,1835,1189,31,13,22,1
11909,702,261,24,13,54,1
9120,1944,710,12,11,159,1
7351,4194,3935,32,10,160,1
1042,1980,264,150,12,93,1
2311,6061,5555,10388,14,55,1
1183,101,49,111,5,142,1
6749,1660,1311,1099,6,0,1
12817,318,43,7,14,0,1
12276,856,102,293,8,0,1
9687,405,259,1145,15,60,1
7314,1838,1497,1035,8,0,1
6012,635,1245,47,7,151,1
8590,2761,2697,1826,15,82,1
12581,473,180,9,9,95,1
12520,241,44,9,8,38,1
11093,1820,228,25,15,0,1
8593,1899,1811,1888,15,66,1
5253,3249,3032,432,15,97,1
11710,1860,1413,4,11,98,1
7895,1172,672,142,9,27,1
5604,2001,1775,79,15,142,1
9790,815,531,54,12,123,1
8718,323,297,13,8,69,1
12809,85,15,4,10,0,1
6170,706,100,16,13,0,1
4381,3793,3582,791,11,142,1
12453,672,217,17,15,108,1
1487,572,437,223,6,160,1
4575,8118,7413,8290,12,72,1
11285,653,311,109,14,93,1
8205,4,3,0,8,50,1
4023,1187,613,311,15,159,1
3498,3315,3014,7000,14,94,1
4250,2001,1704,105,11,58,1
1009,1675,1276,11,11,0,1
9839,6427,6878,20199,12,112,1
3280,2001,1493,691,9,70,1
12905,271,0,1,12,93,1
6537,2568,2395,968,12,0,1
3958,7077,6939,859,15,61,1
10394,952,139,5,7,61,1
9203,2011,1827,2067,13,78,1
6297,248,64,178,13,87,1
10370,1977,195,244,5,0,1
12781,1010,123,7,12,35,1
8386,6552,6410,5235,11,96,1
3343,1248,2102,3422,9,23,1
3720,431,194,3328,10,0,1
1132,4659,4595,1829,14,143,1
363,5320,4888,4664,4,148,1
2690,1511,874,5767,10,70,1
6990,272,519,2383,12,0,1
4414,1899,1774,161,15,116,1
4320,2923,2659,2500,11,144,1
12279,248,42,70,15,62,1
12914,597,10,1,15,99,1
10239,472,233,14,15,70,1
12859,408,25,0,11,0,1
12801,682,31,31,10,0,1
9348,1149,961,663,15,73,1
10852,1669,470,41,8,61,1
2546,3242,3834,502,13,119,1
879,3202,3113,165,8,155,1
3745,1691,1085,107,5,148,1
8035,791,709,152,15,113,1
9080,2300,2115,1589,14,48,1
12496,99,101,136,13,0,1
7724,2302,2404,76,14,155,1
12832,218,17,2,13,86,1
11916,208,73,9,7,0,1
9941,2001,1383,17,12,41,1
4571,2905,2667,191,13,85,1
1586,588,280,196,14,31,1
8877,46,15,63,8,36,1
2644,3848,3558,521,7,130,1
12170,391,152,152,15,91,1
428,7927,7466,2006,11,50,1
12116,306,48,15,15,103,1
923,5982,5437,905,13,90,1
10485,1443,338,638,15,45,1
1097,45976,47217,16444,10,128,1
12881,347,7,3,13,67,1
3623,359,527,632,10,111,1
7751,150,19,40,12,35,1
737,621,221,136,10,31,1
12749,1411,492,3,10,40,1
12882,508,5,2,13,37,1
880,5106,4936,4239,12,79,1
3877,357,88,10,15,0,1
1828,5693,5825,220,12,150,1
10967,74,26,74,15,100,1
3336,15723,15196,10144,12,76,1
7782,444,70,58,15,0,1
12388,507,100,6,15,0,1
11,1811,2469,2897,12,88,1
2608,6354,5822,43557,14,100,1
1940,698,163,29,8,0,1
12121,1375,164,10,15,0,1
12868,168,1,1,12,67,1
10712,411,163,61,12,50,1
9711,1663,954,554,9,88,1
12834,142,9,5,5,0,1
10704,505,315,192,10,131,1
8838,1933,763,266,15,0,1
10507,260,64,307,15,13,1
12802,252,45,3,13,48,1
12423,281,14,0,11,154,1
1410,1949,1590,29993,13,33,1
11107,1041,299,216,11,0,1
8373,5,2,7,12,0,1
2040,23707,22434,40320,11,105,1
10559,219,60,138,8,0,1
10560,213,36,138,8,0,1
12615,491,103,77,11,52,1
12511,1153,819,7,11,0,1
10793,931,372,23,8,140,1
302,8729,7941,1225,9,37,1
12424,231,16,0,10,148,1
3965,1561,1728,369,9,51,1
12400,539,102,14,12,10,1
4107,1728,170,223,15,73,1
181,1700,2011,5040,12,37,1
12420,975,193,2,11,151,1
12460,595,75,48,15,0,1
224,2088,2186,1146,13,53,1
9136,1974,333,62,14,43,1
5744,5837,5820,3724,11,63,1
11915,788,66,49,15,76,1
12326,612,284,131,10,145,1
546,32774,31169,4797,7,123,1
9899,1984,1472,162,12,0,1
8684,3700,3585,781,11,132,1
5147,1978,264,27,11,23,1
8649,2464,2298,708,7,80,1
5849,783,215,5,9,160,1
11139,1040,81,5,14,0,1
9564,1823,1023,1338,14,20,1
2246,7721,7615,602,12,84,1
11335,2001,320,128,8,93,1
12866,396,2,0,12,0,1
6461,1936,1767,3948,14,131,1
207,4072,3827,684,11,136,1
7034,1818,1737,221,9,159,1
12204,623,179,10,10,0,1
3805,1806,885,618,15,148,1
4388,9810,9007,2050,14,137,1
9632,1622,810,286,14,0,1
5015,1452,337,61,8,0,1
5070,7817,8418,480,12,42,1
12515,609,263,104,15,34,1
6308,2491,2453,426,10,69,1
501,11567,11649,2020,12,89,1
275,3917,3643,963,4,30,1
9375,1042,847,983,6,0,1
12239,53,6,9,11,0,1
12297,1685,737,94,11,110,1
8357,1158,536,635,12,0,1
12849,161,4,0,14,0,1
5574,969,909,452,8,79,1
7494,674,184,3,9,0,1
12487,146,55,190,13,0,1
3938,943,136,140,8,7,1
12933,1,0,1,10,0,1
9945,647,462,15,8,153,1
10688,1591,649,186,15,24,1
12797,1723,111,207,14,84,1
2724,99,26,15,9,0,1
6849,1250,197,10,8,125,1
12929,46,2,1,11,92,1
2126,41567,46018,4309,12,108,1
11952,1828,218,146,8,111,1
5783,594,643,1237,11,138,1
12120,722,344,74,11,18,1
10544,246,21,14,5,0,1
9811,439,349,3,11,0,1
12139,1193,441,275,14,0,1
11484,8,1,4,12,0,1
12404,411,45,14,11,0,1
12034,1541,246,519,11,56,1
12446,20,1,0,14,0,1
5263,1118,599,1310,10,119,1
2535,1185,337,95,6,71,1
10578,174,80,52,14,82,1
1155,6164,5849,3502,10,104,1
6615,2280,2451,4512,15,16,1
12846,398,35,11,15,116,1
11190,497,8,23,11,129,1
6767,2673,2431,375,14,124,1
12975,73,4,16,10,58,1
1996,2899,2803,404,13,124,1
12945,14,0,0,14,52,1
5157,1959,1752,6247,12,0,1
5475,2001,1804,1168,7,21,1
982,143,36,165,8,125,1
4053,662,379,98,15,32,1
1948,357,608,1963,15,160,1
11951,1809,383,123,9,70,1
7543,280,20,18,15,0,1
1770,3753,3438,3515,8,45,1
4954,1841,2560,158,13,17,1
287,163,431,1061,5,0,1
5290,1323,886,420,11,73,1
6618,3126,2919,78,15,50,1
10005,3830,3475,5,13,115,1
3791,4141,3809,94,9,60,1
5675,456,100,0,9,0,1
8779,1393,323,366,10,68,1
3866,3498,3398,22,13,113,1
11356,397,12,9,15,0,1
12311,436,68,8,13,0,1
10477,568,422,0,13,127,1
12728,128,5,3,12,0,1
8829,2523,2751,4,11,41,1
12574,1097,45,1,14,37,1
885,5629,6022,565,9,61,1
11049,312,18,0,8,0,1
3120,401,70,792,5,75,1
2670,6193,5705,2393,8,34,1
2072,58503,58992,20563,14,68,1
6116,2000,1212,1419,12,0,1
10846,1695,678,14,6,30,1
10189,903,914,8,13,94,1
3027,1508,1093,43,8,78,1
12262,1639,347,1,10,82,1
5630,1954,1628,9,11,82,1
2757,1402,1615,300,12,0,1
1807,5836,5504,1133,11,69,1
12580,102,2,4,13,106,1
2571,1856,808,413,10,85,1
4028,2242,2656,152,11,31,1
12883,539,14,4,14,38,1
10431,1301,749,8,10,40,1
6530,1107,248,93,11,0,1
4301,5451,5969,26,11,142,1
12436,318,28,0,11,115,1
6527,1967,1758,992,15,0,1
4626,795,608,51,8,20,1
12700,414,16,2,14,0,1
10892,553,247,458,13,0,1
12829,261,4,0,11,0,1
12799,217,11,2,12,0,1
12837,50,0,15,15,0,1
12951,8,0,0,15,0,1
12888,748,69,13,8,74,1
4981,387,1056,80,6,47,1
2229,5325,4930,2614,12,160,1
12554,1002,642,314,12,132,1
2997,879,604,18,5,0,1
12626,996,536,17,10,160,1
2481,1920,1896,213,14,78,1
12935,536,14,35,15,48,1
4490,671,441,70,13,24,1
1438,2507,3860,8249,12,157,1
12934,99,8,1,8,0,1
13001,473,6,2,15,0,1
10769,898,840,136,15,132,1
7071,1765,1367,148,13,0,1
8325,1481,1151,3421,15,119,1
12987,77,3,0,15,79,1
13007,365,3,1,10,150,1
2543,9508,9023,11623,9,56,1
10516,672,207,4,15,89,1
8027,1777,583,1130,14,75,1
8885,1820,1380,253,13,61,1
1670,12355,11230,8751,13,156,1
351,1850,1691,115,10,99,1
7908,1207,934,448,15,50,1
11697,96,51,1,15,0,1
10196,3029,2779,169,11,0,1
6452,3029,2779,60,8,78,1
1352,377,141,75,14,30,1
8503,1955,1688,0,10,56,1
8126,1808,1548,2173,14,43,1
11765,253,190,344,13,113,1
5827,1897,863,44,14,24,1
6373,35676,35198,8377,11,125,1
12261,650,85,8,13,0,1
8410,507,138,108,15,137,1
3644,5718,5654,176,9,63,1
12144,337,187,35,15,58,1
8030,1666,2165,90,10,19,1
10312,1443,203,30,6,36,1
4756,1480,202,323,13,60,1
6103,766,225,4746,9,0,1
3454,1670,517,15,13,141,1
3650,3830,3480,586,10,84,1
12411,384,108,40,11,0,1
5906,194,55,50,7,0,1
12342,540,230,38,8,81,1
198,8954,8820,197,13,131,1
3155,292,102,12,12,0,1
9993,1237,1325,24,8,116,1
3776,16095,15212,67593,12,0,1
3176,1146,1022,588,8,67,1
7672,4087,3726,4693,8,43,1
2285,1464,94,2,8,0,1
11805,823,392,129,15,159,1
2318,4373,4153,292,14,122,1
2459,4811,4398,272,13,43,1
6916,97,5,0,10,21,1
5530,5935,6224,84,11,0,1
10021,2001,1616,233,13,93,1
12936,2,0,1,15,0,1
6175,830,433,2320,9,44,1
10537,1936,714,2603,15,50,1
2626,1538,1235,399,10,150,1
5796,627,145,483,10,28,1
7829,263,44,10,12,0,1
10065,717,294,985,13,43,1
5910,4463,4268,508,6,27,1
12590,1106,140,4,13,96,1
12944,75,1,1,8,91,1
7938,1613,1218,3267,11,109,1
12470,174,0,5,15,37,1
2629,1959,1729,1761,11,33,1
12707,250,16,2,13,0,1
12706,374,16,4,13,0,1
10749,1646,293,18,10,156,1
12720,1580,176,42,12,92,1
12816,842,45,5,8,116,1
2172,10165,9579,447,14,73,1
11147,323,95,51,13,76,1
958,6124,5783,209,9,28,1
12821,666,80,35,12,148,1
2764,1802,636,3,6,160,1
5603,688,867,122,10,138,1
1067,36643,37689,1692,11,109,1
6836,2467,2243,525,10,0,1
9217,80,10,16,12,0,1
12631,1089,834,31,12,136,1
474,3242,3885,11177,12,134,1
10959,1835,1733,617,10,132,1
12392,1434,180,6,8,158,1
9444,2603,2366,554,12,52,1
203,24066,21988,706,12,102,1
4543,2106,3149,77,12,108,1
12898,243,39,356,13,0,1
12537,129,17,20,14,101,1
9980,1504,725,164,14,0,1
589,124,722,3044,11,91,1
1229,9874,10059,2141,12,151,1
5676,676,145,0,8,0,1
9280,1879,1468,529,9,160,1
11967,427,50,0,15,133,1
11024,1711,950,53,4,135,1
4605,2320,2108,7756,5,38,1
5809,1516,2047,697,9,158,1
497,16118,19133,4990,8,117,1
11610,1628,332,3,9,45,1
4969,1600,289,20,7,109,1
12733,920,123,96,10,95,1
9926,627,602,65,13,67,1
5566,815,267,288,8,29,1
12038,914,403,1,11,0,1
12711,409,51,3,14,106,1
9338,2664,2425,947,11,83,1
4772,635,331,20,12,104,1
13014,574,13,3,12,0,1
13016,54,0,1,10,0,1
7451,1484,287,12,15,57,1
12786,103,4,4,11,135,1
9360,1219,240,336,14,91,1
12789,103,0,4,13,114,1
8324,1062,1100,418,11,142,1
555,44135,50359,4616,10,157,1
7790,1633,255,32,8,0,1
12082,1898,388,98,8,0,1
12918,632,128,36,15,0,1
8326,1934,2425,5,10,74,1
11987,588,363,18,12,0,1
1268,1639,589,288,13,84,1
12985,34,3,0,10,79,1
12637,543,215,129,8,0,1
5075,144,70,37,10,155,1
9146,1909,1570,95,12,38,1
6958,1180,967,20,14,81,1
5374,1979,1341,10098,8,0,1
12692,404,19,20,11,39,1
6857,7586,6971,6345,7,58,1
6249,1830,663,8,14,0,1
10433,578,15,7,12,83,1
319,16288,14965,16228,6,64,1
5463,153,2,0,13,46,1
10129,537,376,53,14,21,1
2993,808,289,2224,6,0,1
6989,427,7,8,10,0,1
3746,7240,6856,1616,11,117,1
6230,1439,1648,33789,11,74,1
13020,132,59,0,9,0,1
2431,5871,6402,115,13,115,1
1475,3714,3722,1013,13,134,1
5226,1116,1032,4185,11,158,1
1528,2154,2299,8789,12,101,1
2536,33076,32679,2328,8,149,1
3553,1152,1140,172,9,48,1
2148,1629,1331,2,11,83,1
1767,2088,1900,4731,9,45,1
5203,5879,5352,1198,11,41,1
8510,209,1,2,15,115,1
10284,1974,1047,1627,13,104,1
5168,2001,852,4028,13,147,1
7433,2551,2367,316,15,0,1
3059,36058,34435,17721,14,55,1
11827,1575,342,307,6,0,1
1298,2185,2142,19057,7,157,1
75,1053,491,456,7,50,1
2278,14621,16832,1983,12,48,1
1882,590,445,252,8,132,1
8406,123,68,9,10,8,1
4531,1807,1215,272,9,160,1
13010,178,4,13,7,0,1
2477,4677,4269,1538,12,65,1
12430,251,51,2,6,22,1
5752,465,107,56,13,60,1
8907,760,423,10,12,116,1
12111,1803,490,129,15,71,1
12869,423,35,37,12,0,1
8617,555,513,641,10,0,1
11787,724,287,131,7,0,1
11178,962,131,13,8,74,1
0,3269,3071,861,8,132,1
2645,3214,3000,232,13,26,1
9341,1974,385,80,14,29,1
13036,672,72,1,11,0,1
2011,310,219,5,11,118,1
3591,5705,5345,3155,15,17,1
12988,35,2,0,15,79,1
2723,204,780,2102,10,0,1
4390,4138,4117,5076,13,49,1
4417,5026,5043,5122,15,38,1
9353,679,176,1028,13,0,1
12959,1119,96,3,14,138,1
7087,224,10,5,14,0,1
3287,2001,1480,767,11,141,1
5419,7370,7158,2464,7,128,1
916,796,745,767,9,62,1
670,2001,979,275,12,90,1
8756,1926,1480,772,14,0,1
6245,1125,763,123,10,108,1
3523,478,282,209,6,133,1
575,805,698,139,10,46,1
5083,1298,960,810,13,125,1
12994,156,11,5,14,0,1
10694,1345,809,191,15,39,1
897,489,1469,155,12,85,1
13083,260,1,0,8,0,1
2673,2001,1726,415,12,96,1
6480,3321,3093,253,10,121,1
6040,1315,463,33,10,0,1
5930,8147,7860,3692,13,101,1
3347,937,196,14,11,0,1
6662,13,7,6,12,0,1
5040,364,113,89,8,24,1
815,14697,14197,10422,9,128,1
12947,295,38,8,12,63,1
12906,61,14,1,12,107,1
12477,1632,1283,48,12,78,1
10293,591,165,512,15,0,1
10216,1965,1191,145,11,98,1
11482,562,94,315,14,0,1
12996,73,2,2,10,30,1
9244,1604,1059,132,8,68,1
10555,267,132,177,8,0,1
8728,2291,2067,45,9,71,1
11043,1426,688,93,15,88,1
10556,259,123,177,8,0,1
2254,294,157,153,8,48,1
11248,627,483,34,7,130,1
12513,89,33,11,15,157,1
10561,245,142,176,7,0,1
12697,225,82,105,8,0,1
10563,252,131,176,11,0,1
10326,763,134,515,12,0,1
10240,709,121,514,12,0,1
5148,1604,286,162,7,0,1
8559,2024,1921,2315,15,68,1
11247,561,507,10,7,0,1
3438,13181,12811,6363,13,89,1
12508,294,165,134,12,0,1
1346,3653,4030,363,15,152,1
11123,575,533,171,8,159,1
5442,1034,961,41,14,93,1
12259,1121,273,27,14,93,1
219,8941,8972,1296,11,34,1
7695,460,136,5,7,56,1
4740,4733,4357,4456,14,19,1
5500,1430,220,91,9,0,1
2412,1892,1161,685,9,60,1
10847,597,181,12,6,126,1
10539,1377,427,322,6,31,1
6079,423,456,297,9,125,1
12938,392,7,3,15,0,1
1895,4717,4290,3858,11,102,1
9045,1090,1123,19,15,123,1
3614,1525,827,33,7,56,1
12552,1003,194,289,12,48,1
13028,93,0,5,13,0,1
12099,108,0,0,8,0,1
6793,1804,1085,1381,8,55,1
6832,721,706,184,15,86,1
8230,496,151,209,11,36,1
3883,1518,1294,127,14,130,1
8855,1455,789,263,14,0,1
521,2572,5556,3572,10,48,1
10756,1755,897,567,14,0,1
9523,1948,1562,363,15,79,1
5818,10812,10081,58284,14,108,1
13026,88,2,0,13,39,1
5876,1916,911,157,10,0,1
13030,125,0,1,14,136,1
6605,534,319,14,8,63,1
7321,1453,560,1821,7,77,1
5642,553,470,788,15,147,1
7470,655,138,18,11,158,1
6499,1132,383,52,12,0,1
1455,996,1169,1655,12,69,1
6707,4359,3962,2940,12,87,1
8826,1311,194,357,15,74,1
12791,1653,831,2,10,0,1
12924,706,26,3,10,0,1
2489,15716,15032,824,7,72,1
6063,1629,1131,766,10,154,1
12792,1635,807,4,12,0,1
6754,1277,519,34,14,44,1
2936,230,21,12,12,52,1
1701,18019,17757,31703,10,108,1
8832,4934,5009,192,15,27,1
6604,2062,1880,940,13,86,1
12871,288,15,37,13,0,1
8748,773,65,19,5,39,1
7414,1447,1241,578,11,54,1
12240,1271,418,101,10,0,1
2730,5810,6277,12786,12,97,1
11007,575,97,706,12,0,1
1836,884,809,101,14,157,1
3988,926,939,143,13,89,1
255,1921,3207,2642,7,160,1
3741,2875,4269,7827,11,79,1
10334,237,15,6,10,0,1
11854,617,392,26,15,0,1
13075,153,7,4,7,90,1
12270,622,166,23,15,0,1
13061,169,23,4,14,74,1
12484,1938,194,192,9,11,1
7341,5443,5548,663,9,75,1
1841,719,1312,4740,15,51,1
9652,2001,1911,45,8,42,1
3584,2820,3082,8581,10,24,1
12976,1133,47,1,13,137,1
13044,335,14,1,11,126,1
12899,1377,70,0,13,155,1
12992,77,50,14,13,0,1
1068,3708,4047,146,14,102,1
2193,9330,8904,23337,11,146,1
4739,2260,2057,176,11,41,1
5444,3945,3683,3679,8,128,1
1440,1141,1029,49,10,104,1
12462,830,98,71,10,0,1
9641,650,476,254,13,45,1
3647,1984,1457,1657,13,135,1
4691,2584,2661,2013,11,150,1
3166,346,188,48,11,51,1
6208,2466,2752,335,15,133,1
114,2547,2694,3,14,14,1
3005,4104,3730,1984,15,118,1
4760,717,135,362,9,0,1
10314,494,171,32,10,54,1
9680,443,57,2,12,13,1
5396,4379,4201,7120,11,88,1
649,12617,12200,684,10,131,1
6852,1279,427,1,15,68,1
6358,2184,2230,129,15,148,1
4150,2001,1536,127,9,60,1
2973,20343,19908,1953,13,155,1
1642,2808,2989,19555,11,137,1
6603,1122,695,434,13,0,1
7789,10715,11892,1326,13,68,1
12900,772,409,6,10,0,1
4564,1727,1317,132,5,21,1
6851,2897,2648,3856,12,157,1
13123,595,11,4,10,89,1
13146,495,13,4,10,89,1
13153,103,0,0,11,0,1
1276,6138,6121,1741,12,133,1
2466,961,439,238,13,6,1
13015,555,27,43,12,0,1
8516,2000,809,186,15,0,1
13070,596,17,0,12,0,1
3372,191,87,911,10,58,1
3607,1994,1097,199,13,146,1
13079,434,15,5,12,120,1
6124,1998,2011,536,10,35,1
10581,306,180,217,8,0,1
10579,313,171,218,9,0,1
10582,323,193,218,9,0,1
3159,28,15,21,6,0,1
10318,747,104,531,12,0,1
9462,829,221,5,8,0,1
10230,632,99,532,12,0,1
12100,441,93,115,9,39,1
2165,2593,2592,1285,8,23,1
13081,258,2,0,11,0,1
12468,847,152,7,15,0,1
10716,1623,321,1004,6,13,1
12284,979,465,307,9,119,1
6810,1979,951,14114,14,39,1
13002,143,21,1,5,59,1
10363,742,122,550,15,0,1
3558,889,99,83,8,74,1
1090,5861,5338,5906,13,101,1
6395,4002,3755,369,15,90,1
1376,1283,1550,4138,13,98,1
5003,26629,25118,74,10,102,1
5174,1448,1312,240,15,122,1
7783,1089,1000,2142,12,153,1
13140,164,27,3,9,0,1
7901,1419,1364,88,15,0,1
2637,1542,108,208,12,0,1
11283,22,15,36,14,0,1
12488,210,58,263,10,0,1
7153,560,235,65,13,53,1
972,1363,909,931,12,62,1
8830,1981,1787,115,5,15,1
10693,1227,779,219,15,38,1
12274,1155,100,65,10,143,1
9915,343,230,98,13,151,1
13090,119,4,13,10,36,1
1184,572,497,231,8,110,1
3966,3405,3313,350,15,37,1
45,8054,8000,2983,7,157,1
6304,7536,7313,1209,12,45,1
12299,596,48,0,11,142,1
11715,279,59,2,12,81,1
